index,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy
36628,a7e1b833-bd60-4cb6-8e41-bf366a9021cf,2021-07-11 01:19:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458386,-101.8528756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,47
36771,35f8b02b-e289-42ee-af33-b6a511fc3bd4,2021-07-11 01:25:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458716,-101.8528738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,17
36921,916243e0-2ffb-4134-ac78-69da52b17d85,2021-07-11 01:30:05+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458274,-101.8527791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,70
37064,eb4c72a2-ed27-4ca7-b28d-1531ed046189,2021-07-11 01:35:13+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458342,-101.8528672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,24
37213,0d79c35d-edf0-4625-925f-e08727424568,2021-07-11 01:40:15+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9459595,-101.8528464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,66
37503,1b7652f5-479a-4b35-81af-0698b6a91919,2021-07-11 01:50:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458643,-101.8528338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,46
37659,f346e6f4-2d4a-4e53-8719-1098fad46a49,2021-07-11 01:55:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.945909,-101.8529543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,56
37808,ff190214-e41e-499d-ab28-ebac0c0aef82,2021-07-11 02:01:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.945877,-101.8528213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,17
37957,227c47fe-931b-4613-9823-eec625c2b4aa,2021-07-11 02:06:13+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458527,-101.8528786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,27
38104,702b1fb3-2872-44e5-b076-7952b675da58,2021-07-11 02:11:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458446,-101.8529077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,33
38242,2b9b6934-f358-4631-b102-a66808d9d9a0,2021-07-11 02:16:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9459281,-101.8526803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,36
38390,cce9ba4f-e171-42c3-a2ae-612af5d26113,2021-07-11 02:21:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458871,-101.852791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,45
38781,49071f53-b1d7-4b0a-a16d-a4ec86d6a552,2021-07-11 02:35:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458417,-101.8529597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,23
38923,c2950cd4-cac4-4916-9885-40347bf7bb45,2021-07-11 02:40:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458584,-101.8528434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,13
39241,50ee8054-b2b3-4ceb-a885-5ecc51742015,2021-07-11 02:51:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458712,-101.8528181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,10
39393,34ed0167-3e75-4c1c-b0f5-b0f154fd4075,2021-07-11 02:56:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458478,-101.8528302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,12
39698,5521f07c-b084-490f-854a-d1dd742e2892,2021-07-11 03:07:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458393,-101.852852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,10
39983,c2dc2dbf-74d4-4d95-9542-4a5d9dc30ecf,2021-07-11 03:17:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458619,-101.8528976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,13
40131,bde6d862-e0fc-4114-bec3-6cb3c7543640,2021-07-11 03:22:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458365,-101.8529017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,14
40275,adcf057d-c7aa-48ff-802a-9bd51176b97a,2021-07-11 03:28:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458329,-101.8529125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,26
40420,bda8f34e-b8f4-45a4-952e-c8eb4291a196,2021-07-11 03:33:13+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.945821,-101.8528378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,35
40567,c1b4efa1-5f3e-4609-a781-b4fb5e12b0e3,2021-07-11 03:38:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458405,-101.8528966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,14
40725,16a0c2d8-c1ae-4eea-beae-b81cb2bdefb2,2021-07-11 03:43:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458285,-101.8528395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,30
40873,f9d64d7b-ddc0-4752-b121-81b5ff4084b1,2021-07-11 03:48:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458391,-101.8528657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,52
41034,2aabfa88-5d0e-4c67-9e3d-3d6ec9070cc0,2021-07-11 03:53:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458459,-101.8528492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,19
41182,bd78e6df-9c4e-492a-856b-f431b1c2c575,2021-07-11 03:59:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458431,-101.8528236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,17
41341,34537bdb-4ed5-4059-88b1-84cc70a67549,2021-07-11 04:04:13+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458392,-101.852817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,22
41487,c6df8b70-699c-4dde-85ca-8419c2ee7657,2021-07-11 04:09:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458707,-101.8527612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,28
41628,5514d2ae-ae63-4356-afd1-2d545cf4bf1d,2021-07-11 04:14:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458621,-101.8527651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,44
41779,adc3a8c8-5d34-4c9f-9939-ac7cecd11b47,2021-07-11 04:19:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458287,-101.8527437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,51
41913,e4b4cb41-bb44-45fe-a526-6e66e3670a53,2021-07-11 04:24:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9456735,-101.8526039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,29
42075,6b8c5b7f-921c-4205-9e4a-4da57ba78338,2021-07-11 04:30:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454801,-101.8523605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,28
42241,dba8ba7b-2880-4456-93a7-1ce751d0cd6c,2021-07-11 04:35:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454446,-101.852426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,18
42388,f5c21e18-d85a-4cd3-866b-9c4e135c2124,2021-07-11 04:40:47+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9453437,-101.8524187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,49
42540,8690218a-e6e9-4647-8926-85cdeca9b97e,2021-07-11 04:45:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454229,-101.8517437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,20
42988,741eca1d-1668-469b-8f4d-5e44783e972f,2021-07-11 05:01:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.945004,-101.8513682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,43
43136,6ac30d34-6040-4f3c-8411-fa761aba1756,2021-07-11 05:06:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9446896,-101.8507714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,25
43285,56c1e97f-3e70-45c3-ba61-8a4599646e23,2021-07-11 05:11:33+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9445696,-101.8499973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,23
43442,31292325-d07c-4b9f-a75f-832c17383d27,2021-07-11 05:16:43+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9444915,-101.8496327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,16
43600,a1aced29-aee1-4b5b-8fdd-3c516ae308a2,2021-07-11 05:21:45+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9440983,-101.8484665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,39
43908,1f90d3fd-d296-405c-be28-cab23e274c29,2021-07-11 05:31:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9415487,-101.8456593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,32
44181,b9de6e14-958b-408b-a434-f48df94a7516,2021-07-11 05:40:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413399,-101.8454297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,36
44411,e07e2a26-e5b4-4a55-8847-5b16a23eaea2,2021-07-11 05:47:13+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9410174,-101.8447554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,22
44576,a3cb3549-686f-4d21-984a-9156f6f994df,2021-07-11 05:52:14+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9409599,-101.8444581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,12
44744,fc8a2eea-cf5f-4177-89ef-fc1db30b5d2c,2021-07-11 05:57:14+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9410468,-101.8439858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
44903,4a84b55e-fe97-4983-b857-cbc744d63dc6,2021-07-11 06:02:15+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9412893,-101.8440137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
45068,d28cfdaa-bff5-412c-a709-d0de41e59d79,2021-07-11 06:07:15+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414115,-101.84407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
45396,f8739fd3-1f75-4500-943e-3f62ae90a110,2021-07-11 06:17:16+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414346,-101.8441884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
45560,d34fe0e1-2f9f-4351-b43d-717b7523b519,2021-07-11 06:22:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414713,-101.8442062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
45733,54bee526-6264-4a49-b306-e69a3bca8df8,2021-07-11 06:27:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9416242,-101.844089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
45921,a109791d-0652-47d8-8326-47d8f256d615,2021-07-11 06:32:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9421229,-101.8437622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
45929,0ee5f642-f8dc-4f1d-a8a7-d2f2d785852c,2021-07-11 06:32:31+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.9421248,-101.8437701,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,3,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA
45998,0c874f45-b7d0-4d9d-b542-579d778283c5,2021-07-11 06:34:21+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.942162,-101.8437822,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,11,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA
46090,c409b5d0-7e14-4694-b5c8-cdbd44746010,2021-07-11 06:37:18+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9422471,-101.8438915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
46254,51844dfd-f191-4853-9277-3edd152d9289,2021-07-11 06:42:19+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9424175,-101.8441013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
46411,eee6a6ba-f10b-4fb5-9fa7-ed8eb7f668f7,2021-07-11 06:47:20+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9425165,-101.8445503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
46572,4cee5a62-03ca-4f98-a188-c0960f21c0ce,2021-07-11 06:52:20+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9427812,-101.8449795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
46729,b4d54386-573f-4f1c-98bb-93940bc38f1c,2021-07-11 06:57:21+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9430082,-101.8449534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
46883,3a7189b1-fbe9-4abc-94e6-4927e16cfbbd,2021-07-11 07:02:21+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9431718,-101.844956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
47046,372f344e-f782-46c6-adce-1db469074cbe,2021-07-11 07:07:21+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432524,-101.8446264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
47201,5d89e51e-13ab-4a45-bfba-e8ad795fb1c5,2021-07-11 07:12:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9433511,-101.8446989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
47343,517afb1f-03b0-428b-9b72-27a291b92f5a,2021-07-11 07:17:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9432201,-101.844661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
47486,34cc05bc-b187-4f22-b2bd-7f3901f90e8a,2021-07-11 07:22:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9430954,-101.8447554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
47637,bab1ff5d-c35d-4e0c-8c58-32a4fd09e2d4,2021-07-11 07:27:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9431541,-101.8447178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
47788,7d13082a-09fd-4f35-8c09-5412706dd50d,2021-07-11 07:32:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9430132,-101.8447244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
48086,efc90ac2-940e-42a2-bb07-98e782bc3c4d,2021-07-11 07:42:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9430098,-101.8447688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
48234,0a2c6e95-81b4-4f1c-97b7-161f9cbde7a4,2021-07-11 07:47:24+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429749,-101.844776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
48393,602d1bad-d3db-4b75-a94f-db9377268fae,2021-07-11 07:52:24+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429862,-101.8447821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,1
48538,e7210b51-0753-466e-8f45-6d511b313f5a,2021-07-11 07:57:24+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429451,-101.8447271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
48684,f18323ce-4bdb-4263-9b62-8ba67de3355b,2021-07-11 08:02:24+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429555,-101.8446513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
48828,3a0df049-cb4e-4d40-9f54-cf9110e8f729,2021-07-11 08:07:24+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429871,-101.8446334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
48968,5f090a21-70bb-4e48-860a-2387b3f4650f,2021-07-11 08:12:25+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9430058,-101.8445805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
49104,8261a225-4af8-4bde-975d-443634101cbe,2021-07-11 08:17:25+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429811,-101.8445934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
49226,ab3f90f8-9a9b-476f-be5a-533cdb496d96,2021-07-11 08:22:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9430486,-101.844622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
49364,86917c04-8d63-4ca2-bbb7-4af425af2b26,2021-07-11 08:27:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429341,-101.8446353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
49509,11227c17-189b-4ad5-b3fa-cf2705e6cb8e,2021-07-11 08:32:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429644,-101.8446198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
49652,b4a5af8a-1704-44ef-9e37-58f24261e3f3,2021-07-11 08:37:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.943025,-101.8445731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
49806,ae40493b-efa6-478e-be14-80409df76799,2021-07-11 08:42:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429787,-101.8445808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
49952,22ca4abd-7f25-4fd5-86cc-a84943a9026c,2021-07-11 08:47:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9429582,-101.844509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
